Site ID,Site Name,Sample datetime,Enterococci value (orgs/100 mL),Enterococci qualifier,Sample type
99240,Safety Beach,2023-07-11,10,<,Routine
99510,Eastern Beach,2023-07-11,10,=,Routine
99991,Brighton Life Saving Club,2023-07-11,10,<,Routine
99994,Mt Martha Life Saving Club,2023-07-11,10,=,Routine
99650,Elwood,2023-07-11,10,<,Routine
99992,Mornington Life Saving Club,2023-07-11,10,=,Routine
99730,Werribee Sth,2023-07-11,10,=,Routine
99660,St Kilda,2023-07-11,10,=,Routine
99660,St Kilda,2023-07-11,10,<,Routine
99997,South Melbourne Life Saving Club,2023-07-11,10,<,Routine
99580,Canadian Bay,2023-07-11,20,=,Routine
99020,Port Melbourne,2023-07-11,10,<,Routine
99590,Frankston Coast Guard,2023-07-11,74,=,Routine
99690,Sandridge,2023-07-11,10,<,Routine
99170,Frankston Surf Life Saving Club,2023-07-11,10,<,Routine
99700,Williamstown,2023-07-11,10,<,Routine
99160,Seaford,2023-07-11,10,<,Routine
99710,Altona,2023-07-11,10,<,Routine
99995,Carrum Surf Life Saving Club,2023-07-11,10,=,Routine
99996,Aspendale Life Saving Club,2023-07-11,20,=,Routine
99620,Mordialloc,2023-07-25,10,<,Routine
99730,Werribee Sth,2023-07-25,10,=,Routine
99100,Mentone,2023-07-25,10,<,Routine
99990,Beaumaris,2023-07-25,10,<,Routine
99520,Portsea,2023-07-25,10,<,Routine
99999,Black Rock Life Saving Club,2023-07-25,10,<,Routine
99290,Sorrento,2023-07-25,10,<,Routine
99510,Eastern Beach,2023-07-25,74,=,Routine
99070,Half Moon Bay,2023-07-25,10,<,Routine
99280,Blairgowrie,2023-07-25,10,<,Routine
99630,Sandringham,2023-07-25,10,=,Routine
99500,The Dell,2023-07-25,10,<,Routine
99530,Rye,2023-07-25,10,<,Routine
99060,Hampton,2023-07-25,10,<,Routine
99991,Brighton Life Saving Club,2023-07-25,10,<,Routine
99761,Portarlington Beach (new site),2023-07-25,10,<,Routine
99993,Rosebud Life Saving Club,2023-07-25,10,<,Routine
99550,Dromana,2023-07-25,41,=,Routine
99770,St Leonards,2023-07-25,10,<,Routine
99650,Elwood,2023-07-25,10,=,Routine
99240,Safety Beach,2023-07-25,10,<,Routine
99660,St Kilda,2023-07-25,10,<,Routine
99997,South Melbourne Life Saving Club,2023-07-25,10,<,Routine
99998,Santa Casa,2023-07-25,10,<,Routine
99994,Mt Martha Life Saving Club,2023-07-25,10,=,Routine
99020,Port Melbourne,2023-07-25,10,=,Routine
99690,Sandridge,2023-07-25,10,=,Routine
99992,Mornington Life Saving Club,2023-07-25,10,=,Routine
99700,Williamstown,2023-07-25,10,<,Routine
99580,Canadian Bay,2023-07-25,10,<,Routine
99710,Altona,2023-07-25,10,<,Routine
99590,Frankston Coast Guard,2023-07-25,110,=,Routine
99170,Frankston Surf Life Saving Club,2023-07-25,680,=,Routine
99160,Seaford,2023-07-25,10,<,Routine
99995,Carrum Surf Life Saving Club,2023-07-25,10,<,Routine
99996,Aspendale Life Saving Club,2023-07-25,10,=,Routine
99170,Frankston Surf Life Saving Club,2023-07-26,600,=,Resample
99170,Frankston Surf Life Saving Club,2023-07-27,10,<,Resample
99520,Portsea,2023-08-08,10,<,Routine
99290,Sorrento,2023-08-08,10,<,Routine
99620,Mordialloc,2023-08-08,10,<,Routine
99280,Blairgowrie,2023-08-08,10,<,Routine
99730,Werribee Sth,2023-08-08,10,<,Routine
99100,Mentone,2023-08-08,10,=,Routine
99530,Rye,2023-08-08,10,<,Routine
99990,Beaumaris,2023-08-08,31,=,Routine
99993,Rosebud Life Saving Club,2023-08-08,10,<,Routine
99510,Eastern Beach,2023-08-08,10,=,Routine
99550,Dromana,2023-08-08,10,<,Routine
99999,Black Rock Life Saving Club,2023-08-08,10,<,Routine
99240,Safety Beach,2023-08-08,10,<,Routine
99070,Half Moon Bay,2023-08-08,10,<,Routine
99500,The Dell,2023-08-08,10,=,Routine
99994,Mt Martha Life Saving Club,2023-08-08,10,<,Routine
99630,Sandringham,2023-08-08,10,<,Routine
99060,Hampton,2023-08-08,10,<,Routine
99761,Portarlington Beach (new site),2023-08-08,10,<,Routine
99992,Mornington Life Saving Club,2023-08-08,10,<,Routine
99770,St Leonards,2023-08-08,10,<,Routine
99991,Brighton Life Saving Club,2023-08-08,10,<,Routine
99580,Canadian Bay,2023-08-08,10,<,Routine
99590,Frankston Coast Guard,2023-08-08,160,=,Routine
99650,Elwood,2023-08-08,10,<,Routine
99998,Santa Casa,2023-08-08,10,<,Routine
99170,Frankston Surf Life Saving Club,2023-08-08,84,=,Routine
99660,St Kilda,2023-08-08,10,<,Routine
99160,Seaford,2023-08-08,10,<,Routine
99997,South Melbourne Life Saving Club,2023-08-08,10,<,Routine
99995,Carrum Surf Life Saving Club,2023-08-08,220,=,Routine
99020,Port Melbourne,2023-08-08,20,=,Routine
99996,Aspendale Life Saving Club,2023-08-08,10,<,Routine
99690,Sandridge,2023-08-08,10,<,Routine
99700,Williamstown,2023-08-08,10,<,Routine
99710,Altona,2023-08-08,10,<,Routine
99995,Carrum Surf Life Saving Club,2023-08-09,577,=,Resample
99995,Carrum Surf Life Saving Club,2023-08-11,148,=,Resample
99620,Mordialloc,2023-08-22,10,<,Routine
99520,Portsea,2023-08-22,10,<,Routine
99100,Mentone,2023-08-22,10,=,Routine
99730,Werribee Sth,2023-08-22,10,<,Routine
99290,Sorrento,2023-08-22,20,=,Routine
99990,Beaumaris,2023-08-22,41,=,Routine
99280,Blairgowrie,2023-08-22,10,<,Routine
99999,Black Rock Life Saving Club,2023-08-22,10,<,Routine
99530,Rye,2023-08-22,280,=,Routine
99070,Half Moon Bay,2023-08-22,10,<,Routine
99510,Eastern Beach,2023-08-22,10,=,Routine
99993,Rosebud Life Saving Club,2023-08-22,10,=,Routine
99630,Sandringham,2023-08-22,10,<,Routine
99060,Hampton,2023-08-22,10,<,Routine
99550,Dromana,2023-08-22,1000,=,Routine
99500,The Dell,2023-08-22,31,=,Routine
99991,Brighton Life Saving Club,2023-08-22,10,<,Routine
99240,Safety Beach,2023-08-22,10,<,Routine
99761,Portarlington Beach (new site),2023-08-22,10,<,Routine
99650,Elwood,2023-08-22,10,<,Routine
99770,St Leonards,2023-08-22,20,=,Routine
99994,Mt Martha Life Saving Club,2023-08-22,10,<,Routine
99660,St Kilda,2023-08-22,10,<,Routine
99992,Mornington Life Saving Club,2023-08-22,52,=,Routine
99997,South Melbourne Life Saving Club,2023-08-22,190,=,Routine
99020,Port Melbourne,2023-08-22,20,=,Routine
99998,Santa Casa,2023-08-22,10,<,Routine
99580,Canadian Bay,2023-08-22,1700,=,Routine
99690,Sandridge,2023-08-22,30,=,Routine
99590,Frankston Coast Guard,2023-08-22,3700,=,Routine
99700,Williamstown,2023-08-22,560,=,Routine
99170,Frankston Surf Life Saving Club,2023-08-22,790,=,Routine
99160,Seaford,2023-08-22,20,=,Routine
99710,Altona,2023-08-22,150,=,Routine
99995,Carrum Surf Life Saving Club,2023-08-22,10,<,Routine
99996,Aspendale Life Saving Club,2023-08-22,10,<,Routine
99620,Mordialloc,2023-09-05,74,=,Routine
99520,Portsea,2023-09-05,10,<,Routine
99990,Beaumaris,2023-09-05,10,=,Routine
99520,Portsea,2023-09-05,10,<,Routine
99100,Mentone,2023-09-05,52,=,Routine
99290,Sorrento,2023-09-05,10,<,Routine
99290,Sorrento,2023-09-05,52,=,Routine
99280,Blairgowrie,2023-09-05,20,=,Routine
99999,Black Rock Life Saving Club,2023-09-05,31,=,Routine
99990,Beaumaris,2023-09-05,10,<,Routine
99280,Blairgowrie,2023-09-05,1900,=,Routine
99530,Rye,2023-09-05,10,=,Routine
99070,Half Moon Bay,2023-09-05,10,=,Routine
99730,Werribee Sth,2023-09-05,10,<,Routine
99530,Rye,2023-09-05,31,=,Routine
99999,Black Rock Life Saving Club,2023-09-05,10,<,Routine
99630,Sandringham,2023-09-05,98,=,Routine
99730,Werribee Sth,2023-09-05,10,<,Routine
99993,Rosebud Life Saving Club,2023-09-05,10,=,Routine
99070,Half Moon Bay,2023-09-05,31,=,Routine
99550,Dromana,2023-09-05,10,<,Routine
99993,Rosebud Life Saving Club,2023-09-05,41,=,Routine
99060,Hampton,2023-09-05,41,=,Routine
99240,Safety Beach,2023-09-05,30,=,Routine
99630,Sandringham,2023-09-05,10,<,Routine
99550,Dromana,2023-09-05,41,=,Routine
99060,Hampton,2023-09-05,10,<,Routine
99240,Safety Beach,2023-09-05,10,<,Routine
99991,Brighton Life Saving Club,2023-09-05,120,=,Routine
99994,Mt Martha Life Saving Club,2023-09-05,10,<,Routine
99510,Eastern Beach,2023-09-05,74,=,Routine
99992,Mornington Life Saving Club,2023-09-05,41,=,Routine
99510,Eastern,2023-09-05,130,=,Routine
99994,Mt Martha Life Saving Club,2023-09-05,63,=,Routine
99991,Brighton Life Saving Club,2023-09-05,20,=,Routine
99580,Canadian Bay,2023-09-05,30,=,Routine
99992,Mornington Life Saving Club,2023-09-05,170,=,Routine
99500,The Dell,2023-09-05,10,=,Routine
99650,Elwood,2023-09-05,41,=,Routine
99500,The Dell,2023-09-05,10,<,Routine
99580,Canadian Bay,2023-09-05,31,=,Routine
99590,Frankson Coast Guard,2023-09-05,30,=,Routine
99650,Elwood,2023-09-05,170,=,Routine
99660,St Kilda,2023-09-05,41,=,Routine
99170,Frankston Surf Life Saving Club,2023-09-05,2400,=,Routine
99761,Portarlington Beach (new site),2023-09-05,41,=,Routine
99590,Frankston Coast Guard,2023-09-05,1400,=,Routine
99660,St Kilda,2023-09-05,110,=,Routine
99761,Portarlington,2023-09-05,10,<,Routine
99997,South Melbourne Life Saving Club,2023-09-05,740,=,Routine
99160,Seaford,2023-09-05,98,=,Routine
99170,Frankston Surf Life Saving Club,2023-09-05,74,=,Routine
99770,St Leonards,2023-09-05,10,<,Routine
99020,Port Melbourne,2023-09-05,41,=,Routine
99997,South Melbourne Life Saving Club,2023-09-05,200,=,Routine
99160,Seaford,2023-09-05,20,=,Routine
99995,Carrum Surf Life Saving Club,2023-09-05,360,=,Routine
99770,St Leonards,2023-09-05,10,<,Routine
99020,Port Melbourne,2023-09-05,220,=,Routine
99690,Sandridge,2023-09-05,52,=,Routine
99995,Carrum Surf Life Saving Club,2023-09-05,41,=,Routine
99998,Santa Casa,2023-09-05,10,=,Routine
99996,Aspendale Life Saving Club,2023-09-05,220,=,Routine
99690,Sandridge,2023-09-05,860,=,Routine
99620,Mordialloc,2023-09-05,200,=,Routine
99996,Aspendale Life Saving Club,2023-09-05,20,=,Routine
99998,Santa Casa,2023-09-05,10,=,Routine
99700,Williamstown,2023-09-05,52,=,Routine
99100,Mentone,2023-09-05,74,=,Routine
99700,Williamstown,2023-09-05,10,<,Routine
99710,Altona,2023-09-05,20,=,Routine
99710,Altona,2023-09-05,10,=,Routine
99620,Mordialloc,2023-09-19,63,=,Routine
99520,Portsea,2023-09-19,10,=,Routine
99100,Mentone,2023-09-19,10,=,Routine
99290,Sorrento,2023-09-19,10,=,Routine
99280,Blairgowrie,2023-09-19,10,<,Routine
99990,Beaumaris,2023-09-19,10,<,Routine
99530,Rye,2023-09-19,74,=,Routine
99999,Black Rock Life Saving Club,2023-09-19,10,=,Routine
99993,Rosebud Life Saving Club,2023-09-19,10,=,Routine
99070,Half Moon Bay,2023-09-19,41,=,Routine
99730,Werribee Sth,2023-09-19,10,=,Routine
99550,Dromana,2023-09-19,10,=,Routine
99630,Sandringham,2023-09-19,10,<,Routine
99240,Safety Beach,2023-09-19,10,=,Routine
99060,Hampton,2023-09-19,10,<,Routine
99994,Mt Martha Life Saving Club,2023-09-19,10,<,Routine
99991,Brighton Life Saving Club,2023-09-19,10,=,Routine
99510,Eastern,2023-09-19,10,=,Routine
99992,Mornington Life Saving Club,2023-09-19,10,<,Routine
99650,Elwood,2023-09-19,10,<,Routine
99500,The Dell,2023-09-19,10,<,Routine
99580,Canadian Bay,2023-09-19,10,=,Routine
99660,St Kilda,2023-09-19,30,=,Routine
99761,Portarlington,2023-09-19,10,<,Routine
99997,South Melbourne Life Saving Club,2023-09-19,10,=,Routine
99590,Frankston Coast Guard,2023-09-19,52,=,Routine
99020,Port Melbourne,2023-09-19,20,=,Routine
99690,Sandridge,2023-09-19,20,=,Routine
99770,St Leonards,2023-09-19,10,=,Routine
99700,Williamstown,2023-09-19,10,=,Routine
99170,Frankston Surf Life Saving Club,2023-09-19,52,=,Routine
99998,Santa Casa,2023-09-19,10,<,Routine
99710,Altona,2023-09-19,10,=,Routine
99160,Seaford,2023-09-19,10,<,Routine
99995,Carrum Surf Life Saving Club,2023-09-19,10,<,Routine
99996,Aspendale Life Saving Club,2023-09-19,10,<,Routine
99620,Mordialloc,2023-10-02,10,=,Routine
99520,Portsea,2023-10-02,10,<,Routine
99100,Mentone,2023-10-02,170,=,Routine
99290,Sorrento,2023-10-02,10,=,Routine
99280,Blairgowrie,2023-10-02,260,=,Routine
99990,Beaumaris,2023-10-02,31,=,Routine
99530,Rye,2023-10-02,85,=,Routine
99999,Black Rock Life Saving Club,2023-10-02,10,=,Routine
99070,Half Moon Bay,2023-10-02,20,=,Routine
99630,Sandringham,2023-10-02,10,<,Routine
99993,Rosebud Life Saving Club,2023-10-02,52,=,Routine
99550,Dromana,2023-10-02,3700,=,Routine
99060,Hampton,2023-10-02,380,=,Routine
99240,Safety Beach,2023-10-02,10,=,Routine
99991,Brighton Life Saving Club,2023-10-02,10,=,Routine
99994,Mt Martha Life Saving Club,2023-10-02,10,=,Routine
99650,Elwood,2023-10-02,20,=,Routine
99992,Mornington Life Saving Club,2023-10-02,41,=,Routine
99660,St Kilda,2023-10-02,10,<,Routine
99997,South Melbourne Life Saving Club,2023-10-02,10,<,Routine
99580,Canadian Bay,2023-10-02,4600,=,Routine
99020,Port Melbourne,2023-10-02,2900,=,Routine
99590,Frankston Coast Guard,2023-10-02,12000,=,Routine
99690,Sandridge,2023-10-02,10,<,Routine
99170,Frankston Surf Life Saving Club,2023-10-02,10,=,Routine
99160,Seaford,2023-10-02,10,=,Routine
99700,Williamstown,2023-10-02,10,<,Routine
99710,Altona,2023-10-02,31,=,Routine
99995,Carrum Surf Life Saving Club,2023-10-02,98,=,Routine
99996,Aspendale Life Saving Club,2023-10-02,41,=,Routine
99730,Werribee Sth,2023-10-03,20,=,Routine
99510,Eastern,2023-10-03,3100,=,Routine
99500,The Dell,2023-10-03,3300,=,Routine
99761,Portarlington,2023-10-03,1500,=,Routine
99770,St Leonards,2023-10-03,97,=,Routine
99998,Santa Casa,2023-10-03,10,<,Routine
99620,Mordialloc,2023-10-17,10,=,Routine
99520,Portsea,2023-10-17,10,<,Routine
99100,Mentone,2023-10-17,130,=,Routine
99290,Sorrento,2023-10-17,10,=,Routine
99990,Beaumaris,2023-10-17,63,=,Routine
99280,Blairgowrie,2023-10-17,20,=,Routine
99530,Rye,2023-10-17,41,=,Routine
99730,Werribee Sth,2023-10-17,20,=,Routine
99999,Black Rock Life Saving Club,2023-10-17,10,<,Routine
99070,Half Moon Bay,2023-10-17,20,=,Routine
99993,Rosebud Life Saving Club,2023-10-17,10,<,Routine
99630,Sandringham,2023-10-17,10,=,Routine
99550,Dromana,2023-10-17,10,<,Routine
99510,Eastern Beach,2023-10-17,10,<,Routine
99060,Hampton,2023-10-17,10,<,Routine
99240,Safety Beach,2023-10-17,10,<,Routine
99991,Brighton Life Saving Club,2023-10-17,20,=,Routine
99500,The Dell,2023-10-17,10,<,Routine
99994,Mt Martha Life Saving Club,2023-10-17,10,<,Routine
99650,Elwood,2023-10-17,63,=,Routine
99992,Mornington Life Saving Club,2023-10-17,74,=,Routine
99761,Portarlington Beach (new site),2023-10-17,10,<,Routine
99660,St Kilda,2023-10-17,330,=,Routine
99580,Canadian Bay,2023-10-17,10,<,Routine
99770,St Leonards,2023-10-17,85,=,Routine
99997,South Melbourne Life Saving Club,2023-10-17,20,=,Routine
99020,Port Melbourne,2023-10-17,120,=,Routine
99590,Frankston Coast Guard,2023-10-17,120,=,Routine
99690,Sandridge,2023-10-17,96,=,Routine
99998,Santa Casa,2023-10-17,10,<,Routine
99170,Frankston Surf Life Saving Club,2023-10-17,98,=,Routine
99700,Williamstown,2023-10-17,10,<,Routine
99160,Seaford,2023-10-17,10,<,Routine
99710,Altona,2023-10-17,10,<,Routine
99995,Carrum Surf Life Saving Club,2023-10-17,200,=,Routine
99996,Aspendale Life Saving Club,2023-10-17,10,=,Routine
99730,Werribee Sth,2023-10-31,10,<,Routine
99510,Eastern,2023-10-31,41,=,Routine
99500,The Dell,2023-10-31,98,=,Routine
99761,Portarlington,2023-10-31,20,=,Routine
99770,St Leonards,2023-10-31,31,=,Routine
99998,Santa Casa,2023-10-31,10,=,Routine
99620,Mordialloc,2023-10-31,120,=,Routine
99100,Mentone,2023-10-31,41,=,Routine
99520,Portsea,2023-10-31,10,=,Routine
99990,Beaumaris,2023-10-31,84,=,Routine
99290,Sorrento,2023-10-31,310,=,Routine
99999,Black Rock Life Saving Club,2023-10-31,52,=,Routine
99280,Blairgowrie,2023-10-31,98,=,Routine
99070,Half Moon Bay,2023-10-31,20,=,Routine
99530,Rye,2023-10-31,520,=,Routine
99630,Sandringham,2023-10-31,85,=,Routine
99060,Hampton,2023-10-31,20,=,Routine
99993,Rosebud Life Saving Club,2023-10-31,180,=,Routine
99991,Brighton Life Saving Club,2023-10-31,10,<,Routine
99550,Dromana,2023-10-31,74,=,Routine
99240,Safety Beach,2023-10-31,31,=,Routine
99650,Elwood,2023-10-31,10,=,Routine
99994,Mt Martha Life Saving Club,2023-10-31,10,<,Routine
99660,St Kilda,2023-10-31,31,=,Routine
99997,South Melbourne Life Saving Club,2023-10-31,31,=,Routine
99992,Mornington Life Saving Club,2023-10-31,120,=,Routine
99020,Port Melbourne,2023-10-31,170,=,Routine
99690,Sandridge,2023-10-31,74,=,Routine
99580,Canadian Bay,2023-10-31,41,=,Routine
99590,Frankson Coast Guard,2023-10-31,10,<,Routine
99700,Williamstown,2023-10-31,10,<,Routine
99170,Frankston Surf Life Saving Club,2023-10-31,130,=,Routine
99710,Altona,2023-10-31,86,=,Routine
99160,Seaford,2023-10-31,10,=,Routine
99995,Carrum Surf Life Saving Club,2023-10-31,63,=,Routine
99996,Aspendale Life Saving Club,2023-10-31,20,=,Routine
99620,Mordialloc,2023-11-14,10,<,Routine
99520,Portsea,2023-11-14,10,<,Routine
99100,Mentone,2023-11-14,74,=,Routine
99290,Sorrento,2023-11-14,150,=,Routine
99990,Beaumaris,2023-11-14,30,=,Routine
99280,Blairgowrie,2023-11-14,520,=,Routine
99730,Werribee Sth,2023-11-14,10,=,Routine
99999,Black Rock Life Saving Club,2023-11-14,10,=,Routine
99530,Rye,2023-11-14,63,=,Routine
99070,Half Moon Bay,2023-11-14,10,=,Routine
99993,Rosebud Life Saving Club,2023-11-14,10,=,Routine
99550,Dromana,2023-11-14,10,=,Routine
99630,Sandringham,2023-11-14,20,=,Routine
99240,Safety Beach,2023-11-14,10,<,Routine
99060,Hampton,2023-11-14,10,<,Routine
99510,Eastern Beach,2023-11-14,10,=,Routine
99991,Brighton Life Saving Club,2023-11-14,10,=,Routine
99994,Mt Martha Life Saving Club,2023-11-14,10,<,Routine
99650,Elwood,2023-11-14,31,=,Routine
99992,Mornington Life Saving Club,2023-11-14,41,=,Routine
99500,The Dell,2023-11-14,10,<,Routine
99580,Canadian Bay,2023-11-14,10,<,Routine
99761,Portarlington Beach (new site),2023-11-14,10,=,Routine
99660,St Kilda,2023-11-14,130,=,Routine
99590,Frankston Coast Guard,2023-11-14,41,=,Routine
99770,St Leonards,2023-11-14,10,<,Routine
99997,South Melbourne Life Saving Club,2023-11-14,10,<,Routine
99170,Frankston Surf Life Saving Club,2023-11-14,41,=,Routine
99020,Port Melbourne,2023-11-14,10,<,Routine
99160,Seaford,2023-11-14,20,=,Routine
99690,Sandridge,2023-11-14,10,=,Routine
99998,Santa Casa,2023-11-14,10,<,Routine
99995,Carrum Surf Life Saving Club,2023-11-14,10,<,Routine
99700,Williamstown,2023-11-14,30,=,Routine
99996,Aspendale Life Saving Club,2023-11-14,10,=,Routine
99710,Altona,2023-11-14,20,=,Routine
99620,Mordialloc,2023-11-28,10,=,Routine
99100,Mentone,2023-11-28,74,=,Routine
99990,Beaumaris,2023-11-28,10,=,Routine
99999,Black Rock Life Saving Club,2023-11-28,10,=,Routine
99520,Portsea,2023-11-28,10,<,Routine
99070,Half Moon Bay,2023-11-28,10,<,Routine
99290,Sorrento,2023-11-28,10,=,Routine
99630,Sandringham,2023-11-28,20,=,Routine
99280,Blairgowrie,2023-11-28,52,=,Routine
99060,Hampton,2023-11-28,10,=,Routine
99530,Rye,2023-11-28,52,=,Routine
99991,Brighton Life Saving Club,2023-11-28,10,=,Routine
99730,Werribee Sth,2023-11-28,20,=,Routine
99993,Rosebud Life Saving Club,2023-11-28,10,=,Routine
99550,Dromana,2023-11-28,10,<,Routine
99650,Elwood,2023-11-28,31,=,Routine
99240,Safety Beach,2023-11-28,10,<,Routine
99994,Mt Martha Life Saving Club,2023-11-28,10,<,Routine
99510,Eastern Beach,2023-11-28,10,=,Routine
99660,St Kilda,2023-11-28,110,=,Routine
99992,Mornington Life Saving Club,2023-11-28,10,=,Routine
99997,South Melbourne Life Saving Club,2023-11-28,52,=,Routine
99580,Canadian Bay,2023-11-28,10,=,Routine
99020,Port Melbourne,2023-11-28,120,=,Routine
99590,Frankston Coast Guard,2023-11-28,41,=,Routine
99690,Sandridge,2023-11-28,31,=,Routine
99170,Frankston Surf Life Saving Club,2023-11-28,41,=,Routine
99500,The Dell,2023-11-28,20,=,Routine
99700,Williamstown,2023-11-28,41,=,Routine
99160,Seaford,2023-11-28,10,<,Routine
99761,Portarlington Beach (new site),2023-11-28,130,=,Routine
99710,Altona,2023-11-28,10,<,Routine
99995,Carrum Surf Life Saving Club,2023-11-28,86,=,Routine
99770,St Leonards,2023-11-28,31,=,Routine
99996,Aspendale Life Saving Club,2023-11-28,20,=,Routine
99998,Santa Casa,2023-11-28,10,<,Routine
99620,Mordialloc,2023-12-05,10,<,Routine
99100,Mentone,2023-12-05,10,=,Routine
99990,Beaumaris,2023-12-05,10,=,Routine
99520,Portsea,2023-12-05,10,<,Routine
99999,Black Rock Life Saving Club,2023-12-05,10,=,Routine
99290,Sorrento,2023-12-05,10,<,Routine
99070,Half Moon Bay,2023-12-05,74,=,Routine
99280,Blairgowrie,2023-12-05,20,=,Routine
99630,Sandringham,2023-12-05,10,=,Routine
99060,Hampton,2023-12-05,10,<,Routine
99530,Rye,2023-12-05,10,<,Routine
99993,Rosebud Life Saving Club,2023-12-05,10,<,Routine
99991,Brighton Life Saving Club,2023-12-05,120,=,Routine
99550,Dromana,2023-12-05,10,=,Routine
99730,Werribee Sth,2023-12-05,10,<,Routine
99650,Elwood,2023-12-05,31,=,Routine
99240,Safety Beach,2023-12-05,10,<,Routine
99994,Mt Martha Life Saving Club,2023-12-05,10,=,Routine
99660,St Kilda,2023-12-05,97,=,Routine
99510,Eastern Beach,2023-12-05,10,<,Routine
99992,Mornington Life Saving Club,2023-12-05,3900,=,Routine
99997,South Melbourne Life Saving Club,2023-12-05,31,=,Routine
99020,Port Melbourne,2023-12-05,31,=,Routine
99580,Canadian Bay,2023-12-05,10,<,Routine
99690,Sandridge,2023-12-05,30,=,Routine
99500,The Dell,2023-12-05,10,=,Routine
99590,Frankston Coast Guard,2023-12-05,84,=,Routine
99700,Williamstown,2023-12-05,310,=,Routine
99761,Portarlington Beach (new site),2023-12-05,20,=,Routine
99170,Frankston Surf Life Saving Club,2023-12-05,480,=,Routine
99710,Altona,2023-12-05,31,=,Routine
99160,Seaford,2023-12-05,250,=,Routine
99770,St Leonards,2023-12-05,130,=,Routine
99995,Carrum Surf Life Saving Club,2023-12-05,110,=,Routine
99998,Santa Casa,2023-12-05,10,<,Routine
99996,Aspendale Life Saving Club,2023-12-05,10,=,Routine
99620,Mordialloc,2023-12-12,74,=,Routine
99100,Mentone,2023-12-12,400,=,Routine
99520,Portsea,2023-12-12,10,<,Routine
99290,Sorrento,2023-12-12,20,=,Routine
99990,Beaumaris,2023-12-12,63,=,Routine
99280,Blairgowrie,2023-12-12,31,=,Routine
99999,Black Rock Life Saving Club,2023-12-12,30,=,Routine
99530,Rye,2023-12-12,63,=,Routine
99070,Half Moon Bay,2023-12-12,110,=,Routine
99993,Rosebud Life Saving Club,2023-12-12,10,=,Routine
99630,Sandringham,2023-12-12,52,=,Routine
99550,Dromana,2023-12-12,31,=,Routine
99060,Hampton,2023-12-12,40,=,Routine
99240,Safety Beach,2023-12-12,10,<,Routine
99991,Brighton Life Saving Club,2023-12-12,140,=,Routine
99994,Mt Martha Life Saving Club,2023-12-12,10,<,Routine
99650,Elwood,2023-12-12,280,=,Routine
99730,Werribee Sth,2023-12-12,680,=,Routine
99992,Mornington Life Saving Club,2023-12-12,52,=,Routine
99580,Canadian Bay,2023-12-12,230,=,Routine
99660,St Kilda,2023-12-12,41,=,Routine
99590,Frankston Coast Guard,2023-12-12,260,=,Routine
99997,South Melbourne Life Saving Club,2023-12-12,20,=,Routine
99020,Port Melbourne,2023-12-12,97,=,Routine
99510,Eastern Beach,2023-12-12,41,=,Routine
99170,Frankston Surf Life Saving Club,2023-12-12,52,=,Routine
99690,Sandridge,2023-12-12,41,=,Routine
99160,Seaford,2023-12-12,880,=,Routine
99700,Williamstown,2023-12-12,30,=,Routine
99995,Carrum Surf Life Saving Club,2023-12-12,5800,=,Routine
99500,The Dell,2023-12-12,10,<,Routine
99710,Altona,2023-12-12,10,<,Routine
99761,Portarlington Beach (new site),2023-12-12,10,=,Routine
99996,Aspendale Life Saving Club,2023-12-12,31,=,Routine
99770,St Leonards,2023-12-12,10,<,Routine
99998,Santa Casa,2023-12-12,120,=,Routine
99995,Carrum Surf Life Saving Club,2023-12-13,2067,=,Resample
99995,Carrum Surf Life Saving Club,2023-12-14,31,=,Resample
99620,Mordialloc,2023-12-19,63,=,Routine
99100,Mentone,2023-12-19,380,=,Routine
99520,Portsea,2023-12-19,10,<,Routine
99290,Sorrento,2023-12-19,20,=,Routine
99990,Beaumaris,2023-12-19,52,=,Routine
99999,Black Rock Life Saving Club,2023-12-19,52,=,Routine
99280,Blairgowrie,2023-12-19,10,<,Routine
99070,Half Moon Bay,2023-12-19,150,=,Routine
99530,Rye,2023-12-19,98,=,Routine
99630,Sandringham,2023-12-19,310,=,Routine
99060,Hampton,2023-12-19,20,=,Routine
99993,Rosebud Life Saving Club,2023-12-19,52,=,Routine
99991,Brighton Life Saving Club,2023-12-19,74,=,Routine
99730,Werribee Sth,2023-12-19,150,=,Routine
99550,Dromana,2023-12-19,97,=,Routine
99650,Elwood,2023-12-19,1800,=,Routine
99240,Safety Beach,2023-12-19,85,=,Routine
99660,St Kilda,2023-12-19,2000,=,Routine
99994,Mt Martha Life Saving Club,2023-12-19,31,=,Routine
99997,South Melbourne Life Saving Club,2023-12-19,240,=,Routine
99992,Mornington Life Saving Club,2023-12-19,52,=,Routine
99020,Port Melbourne,2023-12-19,630,=,Routine
99690,Sandridge,2023-12-19,2100,=,Routine
99580,Canadian Bay,2023-12-19,84,=,Routine
99510,Eastern Beach,2023-12-19,61,=,Routine
99700,Williamstown,2023-12-19,340,=,Routine
99590,Frankston Coast Guard,2023-12-19,230,=,Routine
99170,Frankston Surf Life Saving Club,2023-12-19,180,=,Routine
99710,Altona,2023-12-19,220,=,Routine
99160,Seaford,2023-12-19,63,=,Routine
99500,The Dell,2023-12-19,52,=,Routine
99995,Carrum Surf Life Saving Club,2023-12-19,20,=,Routine
99761,Portarlington Beach (new site),2023-12-19,10,<,Routine
99996,Aspendale Life Saving Club,2023-12-19,41,=,Routine
